matricula,admissão,cargo,observacoes3,desc_situacao,na_compra,titulo_do_cargo,empresa,sindicato
33774,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34147,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35281,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35524,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
27792,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35210,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35372,,,,Trabalhando,,GERENTE DE PROJETOS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35374,,,,Trabalhando,,ANALISTA DE DADOS II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35379,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35749,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35754,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
29083,,,,Trabalhando,,EXECUTIVO DE CONTAS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
25081,,,,Trabalhando,,EXECUTIVO DE CONTAS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
26322,,,,Trabalhando,,EXECUTIVO DE CONTAS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
29090,,,,Trabalhando,,EXECUTIVO DE CONTAS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
29087,,,,Trabalhando,,EXECUTIVO DE CONTAS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
24685,,,,Trabalhando,,EXECUTIVO DE CONTAS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
24820,,,,Trabalhando,,EXECUTIVO DE CONTAS ESPECIALISTA,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35500,,,,Trabalhando,,ASSISTENTE DE NEGOCIOS II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32176,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33295,,,,Trabalhando,,ASSISTENTE DE NEGOCIOS,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35526,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35368,,,,Trabalhando,,CONSULTOR ESPECIALISTA TECNICO SAP,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35576,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35619,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35581,,,,Trabalhando,,ASSISTENTE DE NEGOCIOS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35578,,,,Trabalhando,,ASSISTENTE DE NEGOCIOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
25050,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35509,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31645,,,,Trabalhando,,ANALISTA DEVSECOPS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34297,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35692,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35646,,,,Trabalhando,,ANALISTA DE DADOS II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
30265,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35513,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35782,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33058,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31091,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33423,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
30502,,,,Férias,,CIENTISTA DE DADOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35486,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35228,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35255,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35183,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35185,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35260,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35195,,,,Trabalhando,,ENGENHEIRO DE DADOS II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35401,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34053,,,,Trabalhando,,ANALISTA DE NEGOCIOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34342,,,,Trabalhando,,GERENTE DE OPERACOES I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34907,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35221,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
30207,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35370,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35205,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35611,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35648,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35238,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35516,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35074,,,,Trabalhando,,DESENVOLVEDOR DE RPA I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35075,,,,Trabalhando,,DESENVOLVEDOR DE RPA I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33983,,,,Trabalhando,,DESENVOLVEDOR DE RPA II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33998,,,,Férias,,DESENVOLVEDOR DE RPA II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35115,,,,Trabalhando,,DESENVOLVEDOR DE RPA I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31410,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34158,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35252,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35751,,,,Trabalhando,,ANALISTA DE DADOS II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31125,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
29229,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32380,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35155,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35533,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35597,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35757,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34211,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35267,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35460,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35487,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35493,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35710,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33119,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35645,,,,Trabalhando,,ANALISTA DE PROCESSOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35762,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35788,,,,Trabalhando,,ANALISTA DE DADOS II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31848,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35067,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35227,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35709,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33647,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34514,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
30642,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35488,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35744,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32536,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31327,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35387,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35766,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35023,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35404,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35277,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35765,,,,Trabalhando,,ANALISTA DEVSECOPS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35405,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32535,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34312,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35417,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35598,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32881,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34200,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33513,,,,Trabalhando,,PRODUCT OWNER III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33625,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32001,,,,Trabalhando,,CONSULTOR ESPECIALISTA FUNCIONAL SAP,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35200,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
26545,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35537,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32275,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35739,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35498,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31599,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32068,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35756,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35761,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35763,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35776,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35529,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35565,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35566,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35584,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35594,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35671,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35471,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35519,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35525,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35527,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34575,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34601,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34873,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34886,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34109,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35024,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35026,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35789,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35790,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35682,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35730,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35743,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35042,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35043,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35144,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35266,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35394,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33466,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33928,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34106,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34328,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35033,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35265,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35441,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35496,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31979,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33556,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33933,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34021,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34172,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35770,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35771,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35777,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
